scene_name,criterion,trial_idx,seed,method_id,method_name,objective_init,objective_final,reduction_pct,time_sec,iterations,min_eigJ,min_sin_init,min_sin_final
free_space,dopt,1,55,gs_sqp,GS-SQP,17.0903369165022,13.2306408954476,22.5840838592699,0.288407041666667,26,0.00659846240065978,1,1
free_space,dopt,1,55,iso_sqp,Iso-SQP,17.0903369165022,16.2766654694874,4.76100296319551,0.767115958333333,100,0.00440242893868514,1,1
free_space,dopt,1,55,manopt,Manopt,17.0903369165022,13.2306602672548,22.5839705097943,1.94728841666667,50,0.00659735945115536,1,0.472091371141332
free_space,dopt,1,55,tr_sqp,TR-SQP,17.0903369165022,14.1008278667221,17.4923938854208,3.92420754166667,80,0.0058607448467853,1,0.994860671309364
free_space,dopt,1,55,pso,PSO,17.0903369165022,13.5742523442681,20.5735240294705,0.158914416666667,80,0.0059781576649859,1,0.400219113937755
free_space,dopt,1,55,de,DE,17.0903369165022,14.3790225261372,15.8646046804787,0.19460825,80,0.00367882907988652,1,0.607754785633375
free_space,dopt,2,56,gs_sqp,GS-SQP,16.3802060299553,13.0534268788,20.3097515688845,0.323836958333333,32,0.00699808328363643,1,1
free_space,dopt,2,56,iso_sqp,Iso-SQP,16.3802060299553,16.1690522219801,1.28907907256553,0.661617083333333,100,0.00401097693730781,1,1
free_space,dopt,2,56,manopt,Manopt,16.3802060299553,13.0534188587886,20.3098005304869,3.21522816666667,50,0.0069987881611445,1,0.873821470407664
free_space,dopt,2,56,tr_sqp,TR-SQP,16.3802060299553,14.9430773262318,8.77356915471859,3.88825625,80,0.00526747546531249,1,0.996968604509865
free_space,dopt,2,56,pso,PSO,16.3802060299553,13.0878979010943,20.0993084143157,0.151306666666667,80,0.00641730463422033,1,0.773745734272666
free_space,dopt,2,56,de,DE,16.3802060299553,14.5355573607989,11.2614497386847,0.199409041666667,80,0.0040341250201056,1,0.42718534220897
free_space,dopt,3,57,gs_sqp,GS-SQP,16.5947511527262,13.5885596155492,18.1153155567694,0.540660333333333,50,0.00586005880772777,1,1
free_space,dopt,3,57,iso_sqp,Iso-SQP,16.5947511527262,15.5772087245964,6.13171248405657,0.387083916666667,100,0.00367260474074663,1,1
free_space,dopt,3,57,manopt,Manopt,16.5947511527262,13.5885362312689,18.1154564704846,2.74944983333333,50,0.00585558843193845,1,0.464986126550329
free_space,dopt,3,57,tr_sqp,TR-SQP,16.5947511527262,13.8454912270449,16.5670452083257,3.50046529166667,80,0.00640814152161127,1,0.99823616769819
