scene_name,criterion,trial_idx,seed,method_id,method_name,objective_init,objective_final,reduction_pct,time_sec,iterations,min_eigJ,min_sin_init,min_sin_final
cube,dopt,48,102,tr_sqp,TR-SQP,19.1181325848969,17.752855040428,7.14127040602009,3.91984979166667,80,0.00268415599480737,1,0.998205743090745
cube,dopt,48,102,pso,PSO,19.1181325848969,17.8079830265368,6.85291595579349,0.227773666666667,80,0.00263999380851685,1,0.133464665843164
cube,dopt,48,102,de,DE,19.1181325848969,17.9318873394163,6.20481754801583,0.210571666666667,80,0.00241388363766692,1,0.346289341808238
cube,dopt,49,103,gs_sqp,GS-SQP,18.6997996078611,17.7282055715901,5.19574571196224,0.118334875,15,0.00271137736339037,1,1
cube,dopt,49,103,iso_sqp,Iso-SQP,18.6997996078611,18.4558315088667,1.30465622151305,0.75575925,100,0.00212931070583474,1,1
cube,dopt,49,103,manopt,Manopt,18.6997996078611,17.728212826244,5.19570691660597,1.5683205,50,0.00271324954156233,1,0.0658019852815556
cube,dopt,49,103,tr_sqp,TR-SQP,18.6997996078611,17.7301874208895,5.18514747379415,3.890518875,80,0.00270404175989447,1,0.996434133144005
cube,dopt,49,103,pso,PSO,18.6997996078611,17.7937002269905,4.84550315977545,0.144707916666667,80,0.00242730425511824,1,0.550078553350222
cube,dopt,49,103,de,DE,18.6997996078611,17.9140705253858,4.20180482653413,0.20845725,80,0.00224729390342183,1,0.108471857225492
cube,dopt,50,104,gs_sqp,GS-SQP,18.911257640375,17.7366413019281,6.21120160691525,0.0978725833333333,15,0.00270262713743431,1,1
cube,dopt,50,104,iso_sqp,Iso-SQP,18.911257640375,18.3571210723314,2.93019416572531,0.800617958333333,100,0.00220055072459303,1,1
cube,dopt,50,104,manopt,Manopt,18.911257640375,17.7366411624369,6.21120234452452,2.06162354166667,50,0.00270546716597947,1,0.679812483474981
cube,dopt,50,104,tr_sqp,TR-SQP,18.911257640375,17.7431256173489,6.17691348317381,5.084155875,80,0.00268641350692378,1,0.999009931663173
cube,dopt,50,104,pso,PSO,18.911257640375,17.8625846107757,5.54523157339043,0.165108083333333,80,0.00258248194094542,1,0.358510335824684
cube,dopt,50,104,de,DE,18.911257640375,17.8656808141129,5.52885929717243,0.19886925,80,0.00213302868658474,1,0.364521011502794
cube,dopt,51,105,gs_sqp,GS-SQP,19.1513690813988,17.7627894811412,7.25055004869788,0.104855041666667,15,0.00267770413454678,1,1
cube,dopt,51,105,iso_sqp,Iso-SQP,19.1513690813988,18.5392223012466,3.19636041449822,0.6332805,100,0.00207094077287046,1,1
cube,dopt,51,105,manopt,Manopt,19.1513690813988,17.7627881439968,7.25055703067595,1.63297333333333,50,0.00268269188570659,1,0.190756757537673
cube,dopt,51,105,tr_sqp,TR-SQP,19.1513690813988,17.7677201390426,7.22480432848064,3.92618283333333,80,0.00265479427324068,1,0.999072211534517
cube,dopt,51,105,pso,PSO,19.1513690813988,17.9323521699883,6.36516849646306,0.150000458333333,80,0.00252889746249776,1,0.628512669992588
cube,dopt,51,105,de,DE,19.1513690813988,17.9149696335115,6.45593243298836,0.202099208333333,80,0.00222341154646901,1,0.363934568392339
cube,dopt,52,106,gs_sqp,GS-SQP,19.0217319952999,17.8003229874909,6.42112404964369,0.140786458333333,22,0.00264103614293517,1,1
cube,dopt,52,106,iso_sqp,Iso-SQP,19.0217319952999,18.7530960010982,1.41225832783286,0.884453791666667,100,0.00192843404038486,1,1
