scene_name,case_label,criterion,method_id,method_name,trial_idx,seed,objective_init,objective_final,reduction_pct,time_sec,iterations,min_eigJ,min_sin_init,min_sin_final
free_flight,Free-flight A-opt,aopt,gs_sqp_all,all,23,77,1178.9142023738,283.696797169975,75.9357554096186,0.1849922,24,0.00770469741267695,1,1
free_flight,Free-flight A-opt,aopt,gs_sqp_p_only,p-only,23,77,1178.9142023738,299.434339752136,74.600837011785,0.3326756,49,0.00717456921499515,1,0.529359041306169
free_flight,Free-flight A-opt,aopt,gs_sqp_u_only,u-only,23,77,1178.9142023738,671.304539037925,43.0573880875961,0.0184382,37,0.00376844336588899,1,1
free_flight,Free-flight A-opt,aopt,gs_sqp_all,all,24,78,663.004169946184,286.998117134063,56.712471784701,0.2095757,28,0.00761804627113832,1,1
free_flight,Free-flight A-opt,aopt,gs_sqp_p_only,p-only,24,78,663.004169946184,295.839311326894,55.378966718881,0.4110771,62,0.00725534963240318,1,0.601465380300865
free_flight,Free-flight A-opt,aopt,gs_sqp_u_only,u-only,24,78,663.004169946184,550.39906286631,16.984072225219,0.0161874,33,0.00472190355034526,1,1
free_flight,Free-flight A-opt,aopt,gs_sqp_all,all,25,79,913.015752881186,265.490116472525,70.9216280623064,0.2591676,34,0.0082353098557984,1,1
free_flight,Free-flight A-opt,aopt,gs_sqp_p_only,p-only,25,79,913.015752881186,274.110247174002,69.9774898396881,0.5967123,89,0.00755408733052259,1,0.904802381463089
free_flight,Free-flight A-opt,aopt,gs_sqp_u_only,u-only,25,79,913.015752881186,643.188165675795,29.5534426820021,0.0046747,9,0.00465690356070885,1,1
free_flight,Free-flight A-opt,aopt,gs_sqp_all,all,26,80,1098.07101312292,249.395242774313,77.2878766679187,0.2838804,37,0.00876452000650298,1,1
free_flight,Free-flight A-opt,aopt,gs_sqp_p_only,p-only,26,80,1098.07101312292,263.622690465955,75.9922002024067,0.1699353,25,0.00837210687091789,1,0.565214798845961
free_flight,Free-flight A-opt,aopt,gs_sqp_u_only,u-only,26,80,1098.07101312292,637.309290529495,41.9610131846589,0.033039,67,0.00445061944237671,1,1
free_flight,Free-flight A-opt,aopt,gs_sqp_all,all,27,81,1234.66319771032,296.976099459045,75.9467926143918,0.1526834,20,0.00736215314626166,1,1
free_flight,Free-flight A-opt,aopt,gs_sqp_p_only,p-only,27,81,1234.66319771032,313.43203828639,74.6139644505766,0.6853079,100,0.00689322288633394,1,0.624141005761586
free_flight,Free-flight A-opt,aopt,gs_sqp_u_only,u-only,27,81,1234.66319771032,571.380551616951,53.7217475440611,0.0098523,16,0.0040536515933689,1,1
free_flight,Free-flight A-opt,aopt,gs_sqp_all,all,28,82,1079.98956484885,274.276943975221,74.6037412858145,0.2589863,33,0.00796901982379039,1,1
free_flight,Free-flight A-opt,aopt,gs_sqp_p_only,p-only,28,82,1079.98956484885,293.603906745437,72.8141904050223,0.6813361,100,0.00732996055327951,1,0.737228973637469
free_flight,Free-flight A-opt,aopt,gs_sqp_u_only,u-only,28,82,1079.98956484885,728.352543288835,32.5592980714799,0.004151,8,0.00411541638079399,1,1
free_flight,Free-flight A-opt,aopt,gs_sqp_all,all,29,83,1362.12808225192,277.14428537177,79.6535811145171,0.2206227,28,0.00788915690081854,1,1
free_flight,Free-flight A-opt,aopt,gs_sqp_p_only,p-only,29,83,1362.12808225192,281.210628826471,79.3550523999502,0.4687547,66,0.00759017184154509,1,0.558003386510336
free_flight,Free-flight A-opt,aopt,gs_sqp_u_only,u-only,29,83,1362.12808225192,692.964850141376,49.1263076379909,0.0306078,63,0.00293833236484214,1,1
free_flight,Free-flight A-opt,aopt,gs_sqp_all,all,30,84,780.975290977118,247.508526498896,68.3077647451272,0.2096265,27,0.00883181866937031,1,1
free_flight,Free-flight A-opt,aopt,gs_sqp_p_only,p-only,30,84,780.975290977118,255.585724880736,67.2735196831952,0.1591018,22,0.00841262146049556,1,0.899667032524093
free_flight,Free-flight A-opt,aopt,gs_sqp_u_only,u-only,30,84,780.975290977118,733.181343214718,6.11977719584477,0.0034757,6,0.00409111160209192,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,1,55,16.5066001170601,13.2695182198829,19.6108336921034,0.6065063,87,0.00650656979034489,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,1,55,16.5066001170601,13.3341824320659,19.2190860776676,0.195512,29,0.00616361190847952,1,0.887002755009639
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,1,55,16.5066001170601,16.1083278028128,2.41280646179608,0.0044514,10,0.00445790949676023,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,2,56,16.377039150311,13.419798443985,18.0572365931599,0.2989256,41,0.00619288613748116,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,2,56,16.377039150311,13.5536172599037,17.2401242037313,0.1418628,22,0.00606074000896477,1,0.831779532665741
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,2,56,16.377039150311,15.7612003498835,3.7603793626874,0.0279593,60,0.00463293404648591,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,3,57,16.6573786447522,13.2108435697405,20.6907410134282,0.2681511,38,0.00664068999202881,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,3,57,16.6573786447522,13.2974465277711,20.1708335305189,0.3435338,53,0.00638580367863638,1,0.84311019561607
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,3,57,16.6573786447522,16.1196827014276,3.22797454984905,0.0106924,23,0.00445546586480517,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,4,58,16.9909947594752,13.2792724751961,21.845232352916,0.2470282,34,0.00649098128015378,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,4,58,16.9909947594752,13.3478929026864,21.4413688448531,0.4132261,63,0.00634383870250474,1,0.634182820511625
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,4,58,16.9909947594752,16.1817215923434,4.76295342672887,0.0062397,13,0.00253432945600961,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,5,59,16.7803168501035,13.5689993166482,19.1374070116886,0.2018422,29,0.00589445885071531,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,5,59,16.7803168501035,13.6432306579901,18.6950354998454,0.2032531,32,0.00572004330334824,1,0.735457070791071
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,5,59,16.7803168501035,16.2735323754844,3.0201126662038,0.0064002,13,0.0037746407676951,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,6,60,16.6819048933657,13.1392721261282,21.2363803167732,0.202202,28,0.00680234187084352,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,6,60,16.6819048933657,13.1786155332191,21.0005355056298,0.2515213,37,0.00678922767663193,1,0.891649034270552
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,6,60,16.6819048933657,15.8738698599232,4.84378156216335,0.0071555,15,0.00423848421677558,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,7,61,17.4334221321679,13.5769426880085,22.1211843258443,0.2925396,41,0.00587518055852019,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,7,61,17.4334221321679,13.6101020893415,21.9309784036704,0.214139,34,0.00583053886295293,1,0.483792448314648
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,7,61,17.4334221321679,16.7624452066966,3.84879641176869,0.003574,8,0.0037373896873763,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,8,62,16.9070095035352,13.5530918339028,19.8374388381996,0.2787033,39,0.00592667773904089,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,8,62,16.9070095035352,13.6806238977205,19.0831241038815,0.2896494,45,0.00573827063952287,1,0.874245848327162
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,8,62,16.9070095035352,16.4778441866798,2.5383869144073,0.0075008,13,0.0041058889084075,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,9,63,15.9363604099159,12.9095871477402,18.9928765685572,0.2428912,35,0.00734629596800202,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,9,63,15.9363604099159,12.988156910866,18.4998545666394,0.2007995,31,0.00722896850298221,1,0.798796600544511
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,9,63,15.9363604099159,15.6797107977044,1.61046566223363,0.0088402,18,0.005345072012865,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,10,64,17.5326728327585,13.3584384564559,23.8083172835083,0.2619819,36,0.00632573346298069,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,10,64,17.5326728327585,13.4541101911877,23.262640445502,0.6389234,100,0.00594258482010829,1,0.549012634281685
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,10,64,17.5326728327585,15.9500658568241,9.02661557100053,0.0039504,9,0.00286005962567334,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,11,65,16.8143151709453,13.1097054245708,22.0324747616007,0.3731463,54,0.00687663914659504,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,11,65,16.8143151709453,13.2143387455573,21.4101876216087,0.2185798,32,0.00681908618095797,1,0.745675450749758
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,11,65,16.8143151709453,16.3979134355007,2.47647157324686,0.0067577,13,0.00420386751787194,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,12,66,16.4490283759222,13.1715496822682,19.9250595156828,0.2168284,29,0.00672862075347588,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,12,66,16.4490283759222,13.223430922308,19.6096534086826,0.4282017,67,0.0065363814832499,1,0.806777879053982
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,12,66,16.4490283759222,16.1672781498219,1.71286850299765,0.0128231,27,0.00441409648184312,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,13,67,18.0403847540828,13.4293244195182,25.5596562790664,0.2709806,34,0.00617568798729282,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,13,67,18.0403847540828,13.5250692462142,25.0289313083897,0.257908,39,0.00613735332075986,1,0.545232244365283
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,13,67,18.0403847540828,16.548379027819,8.27036533090668,0.0141802,28,0.00329293678960374,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,14,68,16.8610972043272,13.3476883729209,20.8373677515161,0.2962226,42,0.00634521319812815,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,14,68,16.8610972043272,13.3619498252137,20.7527857571181,0.221544,34,0.0062432556671735,1,0.422103527304026
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,14,68,16.8610972043272,16.5331017543986,1.94527939643449,0.0036304,7,0.00402513389963449,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,15,69,17.1536721680403,13.1614100174347,23.2735131667243,0.205194,29,0.00675181786459162,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,15,69,17.1536721680403,13.2111367607511,22.9836233820224,0.1702828,27,0.00660446526037327,1,0.694838358094985
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,15,69,17.1536721680403,15.6094821231571,9.00209605124813,0.0270698,56,0.00500238633762364,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,16,70,18.1822485139409,13.3497441779534,26.5781447893106,0.1829056,26,0.00633920557000857,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,16,70,18.1822485139409,13.3819232864985,26.4011638811437,0.6739058,100,0.00605153648026217,1,0.434723648234365
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,16,70,18.1822485139409,16.6460888755657,8.44867804549782,0.0104297,22,0.00273882458428352,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,17,71,17.1152169111421,13.5422309962343,20.8760773144611,0.3366359,47,0.00594837269305629,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,17,71,17.1152169111421,13.5556471290569,20.7976901523691,0.1852223,29,0.00585628856013809,1,0.891374121731623
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,17,71,17.1152169111421,16.3967864217528,4.1976125287757,0.0030047,6,0.00422468795039338,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,18,72,15.5338321959712,13.3103283038551,14.3139430377833,0.1562117,22,0.00642293589303608,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,18,72,15.5338321959712,13.4505399486523,13.4113219522176,0.5631769,85,0.00646136963778268,1,0.771114840373582
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,18,72,15.5338321959712,15.1391564895217,2.54074913048092,0.0077744,14,0.0035311816231614,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,19,73,17.1895111277699,13.2919326392832,22.6741671680827,0.2424661,33,0.006463782191546,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,19,73,17.1895111277699,13.3706033696226,22.2165001073113,0.1788099,27,0.00623846007278365,1,0.601846710461143
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,19,73,17.1895111277699,15.8336036930203,7.8879930014944,0.0386615,85,0.00470808747911392,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,20,74,16.7477193988167,13.5641292641418,19.0090964558425,0.2241354,31,0.005900522956462,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,20,74,16.7477193988167,13.6568342501729,18.4555584855467,0.3058704,45,0.00585928657381105,1,0.582669930569089
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,20,74,16.7477193988167,15.7703447077843,5.83586736652352,0.0162911,35,0.00460288203771033,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,21,75,16.8353656290649,13.5859875102149,19.3009061427231,0.699351,100,0.00588426541431615,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,21,75,16.8353656290649,13.615543747538,19.1253457303485,0.2831541,44,0.00567835738160968,1,0.85820178839226
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,21,75,16.8353656290649,16.6646944693665,1.0137656850397,0.0020037,4,0.00386167162005594,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,22,76,16.361491706671,13.1487444012281,19.636029300024,0.2660538,38,0.0067820776933377,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,22,76,16.361491706671,13.2085875042053,19.270273511676,0.2256857,34,0.00663408976469115,1,0.861542768992277
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,22,76,16.361491706671,16.0774843070226,1.73582827739706,0.0204849,45,0.00457852377881215,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,23,77,17.122286030641,13.4820337531319,21.2603169401256,0.2168684,30,0.0060623886694225,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,23,77,17.122286030641,13.595558090251,20.5972960274039,0.2057434,31,0.00579952180210673,1,0.232338253008422
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,23,77,17.122286030641,16.2050035630109,5.35724298723037,0.007921,18,0.00376180218779346,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_all,all,24,78,15.8920766714202,13.5167433765098,14.9466513660998,0.1553453,23,0.00599942137949778,1,1
free_flight,Free-flight D-opt,dopt,gs_sqp_p_only,p-only,24,78,15.8920766714202,13.5590527878519,14.6804217712082,0.2889455,45,0.00592709273568332,1,0.691245928401679
free_flight,Free-flight D-opt,dopt,gs_sqp_u_only,u-only,24,78,15.8920766714202,15.6176366161465,1.72689863601783,0.013851,29,0.00471656014217083,1,1
