scene_name,criterion,method_id,method_name,mc_trials,objective_init_mean,objective_init_std,objective_final_mean,objective_final_std,reduction_pct_mean,reduction_pct_std,time_sec_mean,time_sec_std,iterations_mean,iterations_std,min_eigJ_mean,min_sin_init_mean,min_sin_final_mean
free_space,aopt,gs_sqp,GS-SQP,100,1024.80430963694,342.524803559127,267.481816277223,22.1187641482251,71.8235973648158,7.01153963788235,0.69476402,1.09849756442423,30.75,8.75292159016841,0.00822913862081287,1,1
free_space,aopt,iso_sqp,Iso-SQP,100,1024.80430963694,342.524803559127,429.124172648631,42.9719534481834,55.0073778000007,10.6384893654588,1.02670311208333,0.68997498535109,100,0,0.00619430723101233,1,1
free_space,aopt,manopt,Manopt,100,1024.80430963694,342.524803559127,270.454822678782,22.6763376827985,71.5229282070349,7.05342354504991,3.31419033458333,1.80427161056448,49.92,0.8,0.0081477016051691,1,0.477620806482379
free_space,aopt,tr_sqp,TR-SQP,100,1024.80430963694,342.524803559127,267.481477791524,22.1186951317009,71.8236316482804,7.01153609821177,4.54271092625,1.87384428672981,72.11,6.45402544497962,0.00822943206695769,1,0.904353494469812
free_space,aopt,pso,PSO,100,1024.80430963694,342.524803559127,301.063770453736,31.6055948807173,68.3485633339341,8.17713642817572,0.204924915833333,0.113476899448525,80,0,0.00736241332010394,1,0.404754494418569
free_space,aopt,de,DE,100,1024.80430963694,342.524803559127,465.192823695291,39.522733318047,50.8421218880798,13.0305018492941,0.266724259166667,0.151145717407151,80,0,0.00445853106862479,1,0.415960242125369
